Timestamp,Age,Gender,City,Position,Experience_Years,Seniority,Main_Tech,Salary,Salary_Bonus,Last_Year_Salary,Last_Year_Salary_Bonus,Vacations,Contract_Duration,Main_Language_Work,Company_Size,Company_Type
25/11/2020 09:49:36,33.0,male,berlin,data analyst,2,middle,sql,62000.0,nan,50000.0,nan,30,unlimited contract,english,101-1000,product
25/11/2020 09:56:50,40.0,male,berlin,qa engineer,11,senior,python,60000.0,1000,60000.0,1000,28,unlimited contract,german,101-1000,product
25/11/2020 10:02:55,24.0,female,berlin,software engineer,2,middle,nan,58000.0,nan,nan,nan,30,unlimited contract,german,11-50,consulting / agency
25/11/2020 10:15:25,40.0,male,bodensee,product manager,17,lead,linux kernel,81000.0,7000,81000.0,5500,30,unlimited contract,german,11-50,product
25/11/2020 10:26:16,37.0,male,munich,devops,13,lead,nan,70000.0,nan,60000.0,nan,25,unlimited contract,english,11-50,product
25/11/2020 10:31:01,35.0,male,frankfurt,frontend developer,6,senior,javascript,80000.0,0,nan,nan,30,unlimited contract,english,11-50,product
25/11/2020 10:33:07,39.0,male,berlin,data scientist,7,senior,several,70000.0,70000,65000.0,65000,28,unlimited contract,english,101-1000,startup
25/11/2020 10:35:44,25.0,male,berlin,software engineer,6,middle,java,63700.0,1600,60000.0,600,29,unlimited contract,english,1000+,e-commerce
25/11/2020 10:37:36,27.0,male,berlin,software engineer,4,middle,c#,65000.0,nan,nan,nan,30,unlimited contract,english,101-1000,product
25/11/2020 10:42:48,30.0,male,berlin,product manager,3,junior,nan,30000.0,nan,nan,nan,30,unlimited contract,english,11-50,product
25/11/2020 10:44:20,28.0,male,berlin,data scientist,4,middle,python ,70000.0,5500,70000.0,5500,28,unlimited contract,english,101-1000,product
25/11/2020 10:50:19,36.0,female,munich,frontend developer,10,middle,javascript,48000.0,0,40000.0,0,30,unlimited contract,german,101-1000,product
25/11/2020 10:53:48,29.0,female,berlin,software developer in test,9,lead,java,66000.0,0,60000.0,0,25,unlimited contract,english,101-1000,startup
25/11/2020 10:53:55,37.0,male,berlin,data analyst,3,nan,python,67000.0,0,nan,nan,21,unlimited contract,english,1000+,product
25/11/2020 10:55:15,34.0,male,berlin,mobile developer,10,senior,android/kotlin,70000.0,nan,nan,nan,28,unlimited contract,english,51-100,product
25/11/2020 10:56:28,28.0,female,berlin,data scientist,4,middle,python,65000.0,4000,56000.0,56000,27,unlimited contract,english,101-1000,nan
25/11/2020 10:58:00,39.0,male,munich,software architect,20,lead,embedded,122000.0,45000,118000.0,46000,28,unlimited contract,english,1000+,product
25/11/2020 10:58:13,nan,male,berlin,software engineer,15,senior,java,150000.0,150000,nan,nan,nan,nan,english,nan,nan
25/11/2020 11:03:17,nan,male,leipzig,frontend developer,nan,middle,javascript,40800.0,3400,nan,nan,28,unlimited contract,german,101-1000,product
25/11/2020 11:07:02,32.0,male,berlin,software engineer,6,middle,php,58000.0,nan,nan,nan,30,temporary contract,german,1000+,product
25/11/2020 11:08:17,37.0,male,berlin,qa engineer,6,middle,java/groovy,69200.0,0,67100.0,0,28,unlimited contract,english,101-1000,saas
25/11/2020 11:11:06,32.0,male,munich,software engineer,7,senior,python ,72000.0,0,65000.0,0,29,unlimited contract,english,11-50,startup
25/11/2020 11:13:31,28.0,male,berlin,technical account manager ,4,key,nan,57000.0,nan,45000.0,nan,unlimited ,unlimited contract,english,101-1000,product
25/11/2020 11:15:53,35.0,male,munich,software engineer,16,lead,php,84000.0,nan,79000.0,nan,28,unlimited contract,english,101-1000,product
25/11/2020 11:18:27,26.0,male,berlin,data scientist,5,middle,python ,59000.0,0,55000.0,0,26,unlimited contract,english,101-1000,startup
25/11/2020 11:18:46,32.0,male,berlin,frontend developer,7,middle,typescript,68000.0,0,nan,nan,30,unlimited contract,english,101-1000,startup
25/11/2020 11:20:58,29.0,male,berlin,data engineer,5,middle,python,68000.0,nan,55000.0,nan,nan,unlimited contract,english,1000+,startup
25/11/2020 11:21:08,36.0,male,berlin,software engineer,10,senior,typescript,88000.0,0,80000.0,0,28,unlimited contract,german,1000+,product
25/11/2020 11:22:06,26.0,male,berlin,software engineer,5,middle,swift,71000.0,nan,65000.0,nan,27,unlimited contract,english,1000+,product
25/11/2020 11:24:14,28.0,male,berlin,data engineer,5,middle,scala,65000.0,0,60000.0,0,30,unlimited contract,english,101-1000,product
25/11/2020 11:29:28,36.0,male,berlin,data scientist,5,middle,python,50000.0,15000,nan,nan,30,unlimited contract,english,101-1000,startup
25/11/2020 11:30:04,40.0,male,munich,software engineer,18,senior,java,160000.0,nan,160000.0,nan,15,temporary contract,german,up to 10,consulting / agency
25/11/2020 11:37:31,29.0,male,milan,data scientist,4,middle,python + sql,37500.0,0,35000.0,0,16,unlimited contract,italian,101-1000,consulting / agency
25/11/2020 11:39:11,32.0,male,berlin,software engineer,10,middle,javascript,65000.0,5000,65000.0,0,24,unlimited contract,english,51-100,startup
25/11/2020 11:41:13,28.0,male,munich,software engineer,5,middle,java,56000.0,8000,52000.0,7000,25,unlimited contract,english,11-50,startup
25/11/2020 11:42:08,27.0,male,berlin,devops,7,senior,go,80000.0,nan,75000.0,nan,26,unlimited contract,english,101-1000,startup
25/11/2020 11:47:34,33.0,male,berlin,software engineer,16,senior,java,83000.0,17000,80000.0,10000,27,unlimited contract,english,1000+,product
25/11/2020 11:48:54,34.0,male,munich,qa engineer,5,senior,java,76500.0,0,72000.0,0,3,unlimited contract,english,1000+,product
25/11/2020 11:49:21,31.0,male,berlin,frontend developer,8,senior,typescript,60000.0,0,55000.0,0,30,unlimited contract,english,11-50,product
25/11/2020 11:51:49,31.0,male,munich,frontend developer,8,senior,"typescript, web apps",79000.0,5000,67000.0,nan,30,unlimited contract,english,1000+,product
25/11/2020 11:54:11,31.0,male,berlin,data scientist,5,middle,python,90000.0,18000,90000.0,12000,27,unlimited contract,english,101-1000,product
25/11/2020 11:54:25,27.0,male,berlin,nlp engineer,6,middle,python,82000.0,38500,78000.0,0,28,unlimited contract,english,1000+,product
25/11/2020 11:56:27,31.0,male,hamburg,data scientist,9,middle,python,50000.0,0,48000.0,0,23,unlimited contract,german,up to 10,product
25/11/2020 11:57:58,29.0,male,berlin,backend developer,10,senior,scala,78000.0,2000,75000.0,nan,30,unlimited contract,english,11-50,startup
25/11/2020 12:01:50,39.0,male,berlin,software engineer,6,senior,php,60000.0,nan,nan,nan,25,unlimited contract,english,101-1000,product
25/11/2020 12:04:41,35.0,male,berlin,frontend developer,10,senior,javascript,75000.0,nan,70000.0,nan,30,unlimited contract,english,1000+,startup
25/11/2020 12:05:48,38.0,male,berlin,tech lead,24,head,java,130000.0,nan,nan,nan,30,unlimited contract,english,101-1000,product
25/11/2020 12:06:58,31.0,male,salzburg,chief research officer,10,c-level executive manager,python,115000.0,25000,81000.0,5000,25,unlimited contract,english,51-100,startup
25/11/2020 12:15:16,32.0,male,berlin,qa engineer,7,senior,swift,65000.0,0,62000.0,3000,24,temporary contract,english,51-100,startup
25/11/2020 12:20:23,35.0,male,berlin,sre,10,senior,terraform ,75000.0,10000,75000.0,0,28,unlimited contract,english,101-1000,product
25/11/2020 12:21:48,28.0,male,rome,nlp engineer,2,middle,java,36000.0,2400,28000.0,0,36,unlimited contract,english,1000+,product
25/11/2020 12:23:50,30.0,female,berlin,data scientist,6,senior,python,76000.0,10000,63000.0,63000,27,unlimited contract,english,1000+,product
25/11/2020 12:27:53,30.0,male,berlin,data engineer,5,lead,nan,90000.0,1150000,75000.0,98000,26,unlimited contract,english,1000+,product
25/11/2020 12:29:33,26.0,male,berlin,data engineer,2,middle,python,54000.0,1000,31000.0,31000,27,unlimited contract,english,1000+,product
25/11/2020 12:41:42,25.0,male,berlin,data engineer,3,senior,scala,65000.0,10000,58000.0,0,27,unlimited contract,english,1000+,product
25/11/2020 12:44:08,30.0,male,berlin,product manager,3,junior,nan,30000.0,nan,nan,nan,30,unlimited contract,english,11-50,product
25/11/2020 12:44:24,27.0,male,berlin,devops,4,middle,aws,66000.0,6000,61200.0,67200,30,unlimited contract,english,101-1000,consulting / agency
25/11/2020 12:47:31,28.0,male,berlin,product manager,7,head,nan,60000.0,9000,nan,nan,28,unlimited contract,english,101-1000,product
25/11/2020 13:02:51,22.0,male,berlin,presales engineer ,4,middle,"java, .net",63000.0,nan,nan,nan,30,unlimited contract,english,101-1000,startup
25/11/2020 13:03:32,37.0,female,berlin,data scientist,2,middle,python,62000.0,0,58000.0,600,30,unlimited contract,german,101-1000,publisher
25/11/2020 13:05:32,25.0,male,berlin,data scientist,1,junior,"python, statistics, sql",51000.0,10000,nan,nan,28,unlimited contract,english,1000+,product
25/11/2020 13:12:26,33.0,male,berlin,backend developer,11,senior,scala,154000.0,nan,110000.0,nan,22,temporary contract,german,11-50,startup
25/11/2020 13:16:43,38.0,male,berlin,freelance ai lead / advisor,20,head,c,200000.0,200000,80000.0,80000,0,0,english,up to 10,consulting / agency
25/11/2020 13:20:02,31.0,male,berlin,data scientist,6,senior,nan,78000.0,nan,76000.0,nan,nan,unlimited contract,english,1000+,e-commerce
25/11/2020 13:26:21,24.0,male,munich,data scientist,1,junior,c++,300000.0,nan,nan,nan,nan,nan,english,101-1000,startup
25/11/2020 13:37:21,28.0,male,berlin,devops,10,lead,nan,78000.0,nan,nan,nan,nan,nan,english,101-1000,product
25/11/2020 13:37:26,25.0,male,berlin,software engineer,5,senior,node.js,57000.0,nan,nan,nan,24,temporary contract,english,up to 10,consulting / agency
25/11/2020 13:39:11,26.0,female,berlin,data scientist,4,middle,"sql, bq, tableau, gtm, ga",45000.0,0,45000.0,0,25,temporary contract,english,101-1000,startup
25/11/2020 13:41:37,29.0,male,berlin,frontend developer,3,middle,react ,43000.0,4300,43000.0,4000,28,unlimited contract,english,51-100,product
25/11/2020 13:41:50,22.0,female,berlin,business development manager operations ,4,middle,business development manager operation ,39000.0,nan,39000.0,nan,24,temporary contract,english,1000+,startup
25/11/2020 13:43:52,30.0,male,berlin,frontend developer,4,senior,typescript,73000.0,0,70000.0,0,26,unlimited contract,english,101-1000,product
25/11/2020 13:45:22,30.0,male,berlin,frontend developer,11,senior,typescript,74000.0,11000,72000.0,10000,28,unlimited contract,english,1000+,product
25/11/2020 13:45:45,28.0,female,amsterdam,senior program manager,10,senior,management,86000.0,30000,75000.0,5000,31,unlimited contract,english,1000+,product
25/11/2020 13:49:33,29.0,male,berlin,frontend developer,9,senior,javascript / typescript,74000.0,0,nan,nan,30,unlimited contract,english,1000+,startup
25/11/2020 13:50:55,32.0,male,cologne,devops,10,middle,bash,55000.0,55000,nan,nan,28,unlimited contract,english,101-1000,product
25/11/2020 13:51:21,36.0,male,berlin,researcher,4,middle,c++,40000.0,nan,37000.0,nan,28,temporary contract,english,up to 10,university
25/11/2020 13:51:32,32.0,male,hamburg,product manager,7,senior,nan,85000.0,5000,85000.0,5000,27,unlimited contract,english,101-1000,product
25/11/2020 13:54:19,30.0,female,berlin,software engineer,4,middle,python,56000.0,nan,55000.0,nan,30,unlimited contract,english,1000+,product
25/11/2020 13:55:16,29.0,male,stuttgart ,software engineer,7,middle,c++,70000.0,0,70000.0,0,30,unlimited contract,english,51-100,product
25/11/2020 13:56:50,32.0,female,berlin,qa engineer,10,middle,java,68000.0,nan,62000.0,nan,30,unlimited contract,english,1000+,product
25/11/2020 13:57:19,34.0,male,berlin,qa engineer,10,senior,js,70000.0,nan,65000.0,nan,30,unlimited contract,english,1000+,product
25/11/2020 13:58:38,30.0,male,berlin,data scientist,6,senior,nan,72000.0,85000,65000.0,65000,27,unlimited contract,english,1000+,startup
25/11/2020 13:59:02,40.0,male,berlin,engineering manager,15,head,python,80000.0,0,65000.0,0,28,unlimited contract,english,1000+,product
25/11/2020 13:59:16,35.0,male,berlin,software engineer,15,principal,c++,77000.0,20000,77000.0,20000,30,unlimited contract,english,1000+,product
25/11/2020 14:00:05,31.0,male,berlin,software engineer,8,senior,"java, kotlin",77000.0,0,72000.0,0,27,unlimited contract,english,1000+,product
25/11/2020 14:00:28,38.0,male,berlin,data scientist,15,senior,python,56000.0,59000,56000.0,59000,21,unlimited contract,english,11-50,product
25/11/2020 14:02:47,39.0,male,hamburg,data scientist,10,senior,r,80000.0,0,80000.0,0,30,unlimited contract,english,1000+,energy 
25/11/2020 14:08:16,35.0,male,berlin,backend developer,13,senior,nodejs,90000.0,nan,82000.0,nan,31,unlimited contract,english,up to 10,startup
25/11/2020 14:08:18,30.0,female,berlin,qa engineer,5,middle,ts,54000.0,nan,nan,nan,28,unlimited contract,english,11-50,product
25/11/2020 14:08:39,29.0,female,berlin,data scientist,0,intern,python,20000.0,20000,nan,nan,25,temporary contract,english,1000+,product
25/11/2020 14:08:48,36.0,male,berlin,engineering manager,18,head,c++,98000.0,25000,98000.0,25000,30,unlimited contract,english,1000+,product
25/11/2020 14:09:53,41.0,male,berlin,backend developer,20,senior,python,93000.0,1000,88000.0,10000,29,unlimited contract,english,1000+,product
25/11/2020 14:14:02,41.0,male,berlin,software engineer,18,lead,php,100000.0,100000,80000.0,80000,28,unlimited contract,english,51-100,product
25/11/2020 14:21:26,28.0,female,berlin,data scientist,6,senior,sql,70000.0,0,nan,nan,27,unlimited contract,english,1000+,product
25/11/2020 14:21:32,33.0,male,berlin,software engineer,10,lead,javascript,75000.0,0,70000.0,0,26,unlimited contract,english,101-1000,startup
25/11/2020 14:26:49,31.0,male,munich,software engineer,3,middle,javascript ,63000.0,63909,50400.0,50400,30,unlimited contract,german,51-100,product
25/11/2020 14:27:14,29.0,male,berlin,backend developer,5,senior,java,70000.0,0,nan,nan,27,unlimited contract,english,1000+,product
25/11/2020 14:32:04,23.0,male,berlin,backend developer,3,middle,java,80000.0,100000,nan,nan,28,unlimited contract,english,1000+,product
25/11/2020 14:34:19,25.0,male,berlin,nlp engineer,4.5,middle,"spark, pytorch",75000.0,15000,nan,nan,30,unlimited contract,english,11-50,startup
25/11/2020 14:35:03,34.0,male,berlin,qa engineer,10,lead,java,85000.0,nan,73000.0,nan,30,unlimited contract,english,101-1000,startup
25/11/2020 14:37:06,45.0,male,berlin,backend developer,30,senior,php,55000.0,0,55000.0,0,24,unlimited contract,english,11-50,startup
25/11/2020 14:37:07,37.0,male,berlin,embedded software engineer,15,senior,c/c++,78000.0,0,78000.0,0,28,unlimited contract,english,1000+,product
25/11/2020 14:37:25,31.0,male,berlin,software engineer,9,lead,javascript,99000.0,99000,89000.0,89000,30,unlimited contract,english,101-1000,startup
25/11/2020 14:48:38,32.0,male,amsterdam,backend developer,15,senior,golang,90000.0,0,90000.0,0,25,unlimited contract,english,11-50,product
25/11/2020 14:53:46,45.0,female,berlin,product manager,15,lead,java,52000.0,nan,52000.0,nan,28,unlimited contract,english,11-50,product
25/11/2020 14:55:16,42.0,male,wroclaw,software engineer,16,senior,java/scala/go/clouds/devops,36000.0,nan,nan,nan,30,unlimited contract,english,1000+,product
25/11/2020 14:56:08,23.0,male,berlin,data analyst,4,middle,nan,45000.0,0,nan,nan,26,unlimited contract,english,11-50,product
25/11/2020 14:56:36,36.0,male,berlin,backend developer,14,middle,js,75000.0,0,73500.0,0,30,unlimited contract,english,101-1000,product
25/11/2020 14:57:52,40.0,male,karlsruhe,qa manager ,20,lead,c#,85000.0,15000,80000.0,10000,30,unlimited contract,english,1000+,enterprise
25/11/2020 14:58:22,28.0,male,berlin,backend developer,7,senior,java,95000.0,40000,nan,nan,28,unlimited contract,english,101-1000,product
25/11/2020 14:58:40,35.0,male,frankfurt,backend developer,15,senior,c,63000.0,7000,63000.0,0,30,unlimited contract,german,51-100,product
25/11/2020 15:03:27,37.0,male,berlin,backend developer,12,senior,java,102000.0,nan,78000.0,nan,30,unlimited contract,english,101-1000,startup
25/11/2020 15:03:59,33.0,male,berlin,software engineer,10,lead,c/c++,95000.0,15000,75000.0,10000,30,unlimited contract,english,1000+,product
25/11/2020 15:05:30,33.0,male,berlin,backend developer,13,senior,java,78600.0,nan,78600.0,nan,30,unlimited contract,english,101-1000,product
25/11/2020 15:11:46,31.0,male,munich,software engineer,10,lead,java ,70000.0,77000,nan,64000,28,unlimited contract,english,101-1000,product
25/11/2020 15:16:59,31.0,male,berlin,software engineer,4,middle,java,67000.0,70500,50000.0,55000,30,unlimited contract,english,1000+,product
25/11/2020 15:27:18,28.0,male,wolfsburg,software engineer,3,middle,java,42000.0,nan,42000.0,800,30,unlimited contract,english,101-1000,consulting / agency
25/11/2020 15:51:41,31.0,male,boeblingen,qa engineer,6,senior,python,53000.0,0,53000.0,0,30,unlimited contract,english,1000+,consulting / agency
25/11/2020 15:53:21,40.0,male,cupertino,software engineer,20,lead,swift,250000.0,450000,230000.0,300000,45,unlimited contract,english,1000+,product
25/11/2020 16:06:56,25.0,female,frankfurt,software engineer,3,middle,java,53000.0,5000,48000.0,2004,30,unlimited contract,german,1000+,product
25/11/2020 16:08:01,35.0,male,berlin,data analyst,9,senior,python,77000.0,0,70000.0,0,28,unlimited contract,german,101-1000,startup
25/11/2020 16:08:21,35.0,male,berlin,software engineer,15,senior,.net,80000.0,80000,67000.0,67000,30,unlimited contract,english,11-50,consulting / agency
25/11/2020 16:10:29,41.0,male,berlin,devops,20,senior,"linux/unix, git, virtualisation platforms, *shell(s) scripts",58800.0,20700,56400.0,17000,35,unlimited contract,german,1000+,bloody enterprise
25/11/2020 16:16:23,33.0,male,berlin,devops,8,senior,aws,75000.0,1000,72500.0,0,30,unlimited contract,english,1000+,service
25/11/2020 16:17:02,33.0,male,berlin,data engineer,13,senior,python,85000.0,5000,75000.0,75000,26,unlimited contract,english,101-1000,startup
25/11/2020 16:26:38,38.0,male,munich,software engineer,15,senior,java,70000.0,75000,70000.0,75000,26,unlimited contract,english,11-50,product
25/11/2020 16:39:24,35.0,male,berlin,software engineer,10,senior,php,78000.0,78000,78000.0,78000,27,unlimited contract,german,up to 10,product
25/11/2020 16:42:43,36.0,female,berlin,data scientist,5,senior,python,75000.0,0,75000.0,0,28,unlimited contract,english,51-100,startup
25/11/2020 16:50:22,49.0,male,munich,software engineer,27,senior,java,57000.0,0,57000.0,0,30,unlimited contract,german,101-1000,consulting / agency
25/11/2020 17:00:00,32.0,male,berlin,software engineer,10,lead,typescript,120000.0,0,90000.0,0,0,temporary contract,deuglisch,1000+,concern
25/11/2020 17:02:13,32.0,female,berlin,software engineer,6,lead,java,75000.0,nan,75000.0,nan,28,unlimited contract,english,101-1000,startup
25/11/2020 17:06:04,27.0,female,berlin,data analyst,1,middle,"python, sql",63000.0,0,42000.0,46000,27,unlimited contract,english,1000+,product
25/11/2020 17:08:54,31.0,male,frankfurt,data scientist,6,senior,python,60000.0,15000,nan,nan,30,unlimited contract,english,51-100,consulting / agency
25/11/2020 17:09:19,31.0,male,paris,mobile developer,8,senior,swift,60000.0,6000,60000.0,6000,30,unlimited contract,english,101-1000,product
25/11/2020 17:11:50,28.0,male,cologne,backend developer,4,middle,java,44000.0,6000,44000.0,6000,30,unlimited contract,german,101-1000,product
25/11/2020 17:13:52,28.0,female,berlin,frontend developer,3,middle,javascript,54500.0,nan,52000.0,nan,28,unlimited contract,english,101-1000,product
25/11/2020 17:20:37,27.0,male,berlin,software engineer,2,lead,dwh,90000.0,7000,97000.0,87000,31,unlimited contract,english,1000+,product
25/11/2020 17:20:50,29.0,male,berlin,frontend developer,8,head,javascript,82500.0,0,65000.0,0,30,unlimited contract,english,1000+,product
25/11/2020 17:45:05,32.0,female,munich,data engineer,10,middle,python,75000.0,0,70000.0,0,27,unlimited contract,english,11-50,startup
25/11/2020 17:45:21,28.0,male,berlin,qa engineer,5,middle,qa,60000.0,0,58000.0,0,30,unlimited contract,english,101-1000,product
25/11/2020 17:46:23,34.0,female,berlin,nan,13,principal,python,108000.0,nan,90000.0,nan,28,unlimited contract,english,1000+,product
25/11/2020 17:48:02,38.0,male,dublin ,mobile developer,16,senior,swift,85000.0,0,85000.0,85000,24,unlimited contract,english,101-1000,product
25/11/2020 17:48:12,29.0,male,berlin,data engineer,3,middle,azure,54000.0,6000,45000.0,0,30,unlimited contract,german,1000+,utilities
25/11/2020 17:49:56,30.0,male,stockholm,backend developer,7,senior,c++,65000.0,9000,60000.0,9000,33,unlimited contract,english,1000+,product
25/11/2020 17:58:39,33.0,female,berlin,designer (ui/ux),6,middle,"sketch, figma",42000.0,0,nan,nan,28,unlimited contract,english,51-100,product
25/11/2020 18:00:44,30.0,male,paderborn,data scientist,6,junior,python,51000.0,4250,nan,nan,30,unlimited contract,german,101-1000,product
25/11/2020 18:02:06,31.0,male,berlin,product manager,5,lead,nan,76000.0,20000,760000.0,20000,28,unlimited contract,english,51-100,startup
25/11/2020 18:04:21,37.0,male,berlin,mobile developer,16,senior,ios,65000.0,0,55000.0,0,30,unlimited contract,english,101-1000,product
25/11/2020 18:12:52,32.0,male,amsterdam,mobile developer,13,senior,kotlin,85000.0,89000,80000.0,84000,27,unlimited contract,english,1000+,bank
25/11/2020 18:15:28,32.0,female,munich,qa engineer,9,middle,nan,60000.0,nan,nan,nan,30,unlimited contract,german,101-1000,product
25/11/2020 18:19:22,40.0,male,berlin,product manager,13,head,nan,90000.0,10000,75000.0,nan,30,unlimited contract,english,1000+,product
25/11/2020 18:19:58,30.0,male,berlin,software engineer,7,senior,java,86000.0,nan,82600.0,nan,30,unlimited contract,english,1000+,product
25/11/2020 18:24:15,30.0,male,berlin,software engineer,8,senior,js,60000.0,0,60000.0,0,~25,unlimited contract,english,51-100,product
25/11/2020 18:28:01,32.0,male,berlin,qa engineer,10,senior,js,81000.0,45000,81000.0,22000,30,unlimited contract,english,1000+,product
25/11/2020 18:28:01,32.0,male,cologne,devops,7,middle,k8s,60000.0,nan,70000.0,nan,30,unlimited contract,english,101-1000,product
25/11/2020 18:31:48,34.0,male,munich,software engineer,12,senior,java,74000.0,0,69000.0,0,30,unlimited contract,english,101-1000,product
25/11/2020 18:45:41,43.0,male,cologne,backend developer,10,senior,php,57600.0,8000,57600.0,55000,26,unlimited contract,german,101-1000,product
25/11/2020 18:49:08,33.0,male,munich,software engineer,13,senior,java,70000.0,nan,64000.0,nan,24,unlimited contract,english,101-1000,startup
25/11/2020 18:51:20,28.0,female,munich,qa engineer,8,senior,kotlin,75000.0,0,64000.0,6000,30,unlimited contract,english,101-1000,product
25/11/2020 18:51:36,33.0,male,hamburg,software engineer,11,senior,java,65000.0,nan,nan,nan,28,unlimited contract,english,11-50,product
25/11/2020 18:53:10,33.0,male,munich,software engineer,11,lead,"frontend: react, node.js",90000.0,nan,75000.0,nan,28,unlimited contract,english,1000+,product
25/11/2020 18:56:02,51.0,male,berlin,software engineer,30,senior,"vb, rpa, python",60000.0,5000,50000.0,5000,30,unlimited contract,german,1000+,consulting / agency
25/11/2020 18:57:32,35.0,male,berlin,software engineer,8,senior,go,90000.0,100000,85000.0,50000,30,unlimited contract,english,1000+,product
25/11/2020 18:58:56,35.0,male,berlin,software engineer,1,junior,fbd,30000.0,nan,nan,nan,26,unlimited contract,german,up to 10,product
25/11/2020 18:59:36,33.0,male,berlin,nlp engineer,10,senior,nan,90000.0,nan,nan,nan,nan,unlimited contract,english,1000+,product
25/11/2020 19:02:12,28.0,male,munich,software engineer,6,middle,"c, c++",64000.0,9000,nan,nan,30,unlimited contract,english,101-1000,product
25/11/2020 19:02:20,21.0,female,cologne,mobile developer,2,middle,nan,50000.0,nan,nan,nan,nan,nan,nan,nan,nan
25/11/2020 19:02:43,25.0,male,berlin,mobile developer,2,middle,"swift, objective-c, ios",44000.0,nan,43000.0,nan,27,unlimited contract,english,1000+,product
25/11/2020 19:06:21,25.0,female,hamburg,working student (qa),1,student,ruby,12000.0,0,12000.0,0,12,temporary contract,english,1000+,product
25/11/2020 19:10:04,32.0,male,berlin,backend developer,10,lead,ruby,80000.0,0,68500.0,0,28,unlimited contract,english,51-100,product
25/11/2020 19:15:16,32.0,male,berlin,software engineer,9,lead,embedded,73000.0,1000,65000.0,1000,28,unlimited contract,english,101-1000,product
25/11/2020 19:31:47,26.0,male,berlin,architect,9,head,go,120000.0,50000,95000.0,40000,24,unlimited contract,english,1000+,product
25/11/2020 19:33:52,25.0,male,berlin,software engineer,6,senior,javascript / typescript,71750.0,6000,66000.0,5500,30,unlimited contract,english,1000+,product
25/11/2020 19:38:20,27.0,female,berlin,backend developer,5,middle,kotlin,65000.0,0,52000.0,0,30,unlimited contract,english,51-100,product
25/11/2020 19:44:29,28.0,male,frankfurt,frontend developer,7,senior,javascript,80000.0,0,76000.0,4000,29,unlimited contract,english,11-50,startup
25/11/2020 19:44:59,32.0,female,munich,qa engineer,8,senior,java,60000.0,70000,nan,nan,26,unlimited contract,english,101-1000,consulting / agency
25/11/2020 19:54:39,28.0,male,karlsruhe,backend developer,7,senior,java,66000.0,3000,66000.0,76000,28,unlimited contract,english,1000+,product
25/11/2020 19:57:23,34.0,male,berlin,frontend developer,13,lead,javascript,85000.0,nan,nan,nan,30,unlimited contract,english,101-1000,product
25/11/2020 20:01:27,35.0,male,konstanz,data scientist,10,middle,python,65000.0,0,65000.0,0,25,unlimited contract,english,51-100,product
25/11/2020 20:13:33,38.0,male,berlin,head of engineering,20,head,java,130000.0,20000,130000.0,20000,30,unlimited contract,english,1000+,corporation
25/11/2020 20:15:31,33.0,male,berlin,backend developer,9,senior,java,81900.0,102600,nan,nan,nan,unlimited contract,english,1000+,startup
25/11/2020 20:31:41,36.0,male,berlin,product manager,10,senior,nan,85000.0,nan,80000.0,nan,30,unlimited contract,english,1000+,product
25/11/2020 20:34:33,31.0,female,ulm,qa engineer,8,middle,java,45000.0,nan,39000.0,nan,30,unlimited contract,english,101-1000,product
25/11/2020 20:41:13,43.0,male,stuttgart,sap consultant,20,senior,sap / abap,82000.0,12000,82000.0,10000,32,unlimited contract,german,1000+,product
25/11/2020 20:42:52,38.0,male,berlin,data scientist,15,head,python,100000.0,120000,80000.0,nan,27,unlimited contract,english,101-1000,startup
25/11/2020 20:47:48,35.0,male,munich,devops,17,lead,kubrrnetes,72000.0,8000,72500.0,8000,30,unlimited contract,english,1000+,consulting / agency
25/11/2020 20:52:29,33.0,male,düsseldorf ,product manager,6,senior,nan,70000.0,nan,nan,nan,nan,unlimited contract,english,101-1000,product
25/11/2020 20:52:36,33.0,male,düsseldorf ,product manager,6,senior,nan,70000.0,nan,nan,nan,nan,unlimited contract,english,101-1000,product
25/11/2020 20:52:51,32.0,male,berlin,devops,10,middle,python,62000.0,0,nan,nan,30,unlimited contract,english,101-1000,product
25/11/2020 21:05:06,43.0,male,berlin,devops,21,lead,nan,83000.0,nan,75000.0,nan,28,unlimited contract,german,51-100,startup
25/11/2020 21:10:17,37.0,male,stuttgart ,backend developer,nan,senior,c#,70000.0,nan,nan,nan,30,unlimited contract,nan,nan,nan
25/11/2020 21:19:54,37.0,male,berlin,mobile developer,17,senior,swift,77000.0,500,71000.0,0,28,unlimited contract,english,1000+,product
25/11/2020 21:20:37,30.0,male,stuttgart,software engineer,8,middle,c++,71000.0,7100,69000.0,6900,nan,unlimited contract,english,101-1000,product
25/11/2020 21:48:49,29.0,male,berlin,mobile developer,5,senior,ios,65000.0,nan,58000.0,nan,27,unlimited contract,english,101-1000,product
25/11/2020 22:05:13,41.0,male,berlin,software engineer,18,senior,javascript,120000.0,nan,92000.0,nan,30,nan,english,up to 10,startup
25/11/2020 22:11:45,38.0,male,stuttgart ,backend developer,4,middle,php,43000.0,0,43000.0,0,30,unlimited contract,english,up to 10,consulting / agency
25/11/2020 22:18:59,nan,male,frankfurt,software engineer,18,senior,nan,81000.0,3375,nan,nan,30,unlimited contract,english,1000+,product
25/11/2020 22:40:29,29.0,male,düsseldorf,frontend developer,6,middle,typescript,55000.0,0,nan,nan,30,unlimited contract,german,11-50,product
